#sample	chromosome	phase_set	from	to	variants
22018LRa008	chr1	1	247153531	247153531	1
22018LRa008	chr1	10152	10152	72389	125
22018LRa008	chr1	98311	98311	139233	63
22018LRa008	chr1	153961	153961	178501	44
22018LRa008	chr1	181022	181910	203656	83
22018LRa008	chr1	257707	257707	297002	113
22018LRa008	chr1	350278	350278	534017	489
22018LRa008	chr1	587597	587597	641942	59
22018LRa008	chr1	668668	668972	1001333	201
22018LRa008	chr1	1026830	1026830	1028674	4
22018LRa008	chr1	1070689	1070689	1089921	64
22018LRa008	chr1	1139130	1139457	1255034	81
22018LRa008	chr1	1282776	1282776	1308554	11
22018LRa008	chr1	1340697	1340697	1363453	5
22018LRa008	chr1	1382631	1382631	1382658	2
22018LRa008	chr1	1398056	1398056	1424459	3
22018LRa008	chr1	1443003	1443003	1551454	18
22018LRa008	chr1	1578803	1578803	1744657	294
22018LRa008	chr1	1771055	1771055	1771073	2
22018LRa008	chr1	1804231	1804231	1850146	7
22018LRa008	chr1	1911352	1911352	2700577	1029
22018LRa008	chr1	2746365	2750883	2988424	347
22018LRa008	chr1	3028844	3028844	3602380	441
22018LRa008	chr1	3602870	3602870	3757741	160
22018LRa008	chr1	3758194	3758194	3975613	449
22018LRa008	chr1	3995519	3995519	4841721	1246
22018LRa008	chr1	4863151	4863151	4976880	160
22018LRa008	chr1	5012235	5012235	5102578	64
22018LRa008	chr1	5163058	5163058	5313832	66
22018LRa008	chr1	5446033	5446033	5466718	3
22018LRa008	chr1	5516992	5516992	5690849	266
22018LRa008	chr1	5716309	5716309	5813507	142
22018LRa008	chr1	5843414	5843414	6162441	322
22018LRa008	chr1	6197766	6197766	6218027	8
22018LRa008	chr1	6243433	6243433	7074792	851
22018LRa008	chr1	7101233	7101233	7188154	104
22018LRa008	chr1	7217776	7217776	7242425	7
22018LRa008	chr1	7264899	7264899	7560530	454
22018LRa008	chr1	7603057	7603057	7931076	336
22018LRa008	chr1	7964532	7964532	8267588	235
22018LRa008	chr1	8292338	8292338	9320666	921
22018LRa008	chr1	9352551	9352551	9528793	190
22018LRa008	chr1	9627142	9627142	9671279	42
22018LRa008	chr1	9692452	9692452	9707350	2
22018LRa008	chr1	9805678	9805678	9840105	6
22018LRa008	chr1	9916246	9916246	9932559	4
22018LRa008	chr1	9992633	9992633	10017092	4
22018LRa008	chr1	10097760	10097760	10120850	3
22018LRa008	chr1	10166972	10166972	10175888	3
22018LRa008	chr1	10211630	10211630	10702375	396
22018LRa008	chr1	10724842	10724842	10935748	183
22018LRa008	chr1	10968091	10968091	11002434	81
22018LRa008	chr1	11052174	11052174	11067247	2
22018LRa008	chr1	11090697	11090697	11158561	6
22018LRa008	chr1	11305728	11305728	11325409	3
22018LRa008	chr1	11357935	11357935	11377726	4
22018LRa008	chr1	11404709	11404709	11534944	140
22018LRa008	chr1	11559058	11559058	11576482	3
22018LRa008	chr1	11607986	11607986	12138122	441
22018LRa008	chr1	12173247	12173247	12480708	173
22018LRa008	chr1	12503544	12503544	12662371	231
22018LRa008	chr1	12714104	12714104	12950707	348
22018LRa008	chr1	13006387	13006387	13034919	49
22018LRa008	chr1	13037944	13037944	13039408	2
22018LRa008	chr1	13068112	13068112	13330048	596
22018LRa008	chr1	13349276	13349276	13437496	143
22018LRa008	chr1	13461268	13461268	13492270	19
22018LRa008	chr1	13522113	13522113	13527988	2
22018LRa008	chr1	13570368	13570368	13580918	17
22018LRa008	chr1	13598235	13598235	13635125	31
22018LRa008	chr1	13658425	13658425	13659984	2
22018LRa008	chr1	13690147	13690147	13696756	2
22018LRa008	chr1	13745203	13745203	13751396	3
22018LRa008	chr1	13780865	13780865	14279035	661
22018LRa008	chr1	14301559	14301559	14564061	276
22018LRa008	chr1	14589334	14589334	14592567	2
22018LRa008	chr1	14620858	14620858	15333194	1041
22018LRa008	chr1	15360338	15360338	15418884	96
22018LRa008	chr1	15504965	15504965	15533543	4
22018LRa008	chr1	15557594	15557594	16798943	2269
22018LRa008	chr1	16851760	16851760	17373503	851
22018LRa008	chr1	17395219	17395219	17442920	10
22018LRa008	chr1	17511901	17511901	17723377	187
22018LRa008	chr1	17741918	17741918	17755393	2
22018LRa008	chr1	18062466	18062466	18440587	451
22018LRa008	chr1	18464634	18464634	18488618	64
22018LRa008	chr1	18546665	18546665	18611345	16
22018LRa008	chr1	18681530	18681530	19659759	963
22018LRa008	chr1	19695343	19695343	19780525	96
22018LRa008	chr1	19802043	19802043	19928440	157
22018LRa008	chr1	19958722	19958722	20844807	946
22018LRa008	chr1	20943974	20943974	20953392	2
22018LRa008	chr1	20976982	20976982	20991963	5
22018LRa008	chr1	21067640	21067640	21081215	2
22018LRa008	chr1	21176267	21176267	21202367	6
22018LRa008	chr1	21244190	21244190	21360512	156
22018LRa008	chr1	21410490	21410490	21881125	505
22018LRa008	chr1	21907008	21907008	21941625	35
22018LRa008	chr1	21961114	21961114	22775215	885
22018LRa008	chr1	22803260	22803260	22897970	100
22018LRa008	chr1	22934610	22934610	23225476	264
22018LRa008	chr1	23248184	23248184	23534779	131
22018LRa008	chr1	23559582	23559582	23775898	150
22018LRa008	chr1	23801170	23801170	23853362	13
22018LRa008	chr1	23876495	23876495	23951315	65
22018LRa008	chr1	23994124	23994124	24010996	8
22018LRa008	chr1	24089681	24089681	24095460	14
22018LRa008	chr1	24340810	24340810	25201266	969
22018LRa008	chr1	25230613	25230613	25330724	19
22018LRa008	chr1	25360817	25360817	25379495	2
22018LRa008	chr1	25418392	25418392	25418399	3
22018LRa008	chr1	25480951	25480951	25519432	5
22018LRa008	chr1	25559856	25559856	25833670	178
22018LRa008	chr1	25951322	25951322	25963803	2
22018LRa008	chr1	25997617	25997617	26142544	210
22018LRa008	chr1	26169879	26169879	26420577	442
22018LRa008	chr1	26479666	26479666	26488462	3
22018LRa008	chr1	26549717	26549717	26619303	10
22018LRa008	chr1	26638461	26638461	26679972	38
22018LRa008	chr1	26747528	26747528	26823461	15
22018LRa008	chr1	26923222	26923222	26946564	3
22018LRa008	chr1	27061167	27061167	27205940	195
22018LRa008	chr1	27402042	27402042	27426236	4
22018LRa008	chr1	27456239	27456239	27467738	3
22018LRa008	chr1	27496488	27496488	27581862	11
22018LRa008	chr1	27608853	27608853	27683643	15
22018LRa008	chr1	27793678	27793678	27794659	3
22018LRa008	chr1	27830935	27830935	28341763	387
22018LRa008	chr1	28365930	28365930	28396464	7
22018LRa008	chr1	28429339	28429339	28590782	22
22018LRa008	chr1	28599026	28599026	28633975	5
22018LRa008	chr1	28651266	28651266	29317369	316
22018LRa008	chr1	29346485	29346485	29518910	177
22018LRa008	chr1	29543292	29543292	29551232	16
22018LRa008	chr1	29553868	29553868	29727367	256
22018LRa008	chr1	29727437	29727437	29843820	118
22018LRa008	chr1	29864545	29864545	29930623	100
22018LRa008	chr1	29982153	29982153	30224315	349
22018LRa008	chr1	30265703	30265703	30320932	53
22018LRa008	chr1	30405971	30405971	30601946	356
22018LRa008	chr1	30633928	30633928	30749071	191
22018LRa008	chr1	30782128	30782128	30860704	13
22018LRa008	chr1	30893375	30893375	31175798	364
22018LRa008	chr1	31219611	31219611	31244870	3
22018LRa008	chr1	31274383	31274383	31342558	8
22018LRa008	chr1	31409395	31409395	31437560	19
22018LRa008	chr1	31484200	31484200	31512722	6
22018LRa008	chr1	31568431	31568431	31617492	8
22018LRa008	chr1	31648115	31648115	31664203	3
22018LRa008	chr1	31775626	31775626	31790485	5
22018LRa008	chr1	31874849	31874849	31878806	2
22018LRa008	chr1	31908113	31908113	31910366	2
22018LRa008	chr1	31953635	31953635	31959978	3
22018LRa008	chr1	32085512	32085512	32114451	5
22018LRa008	chr1	32141095	32141095	32160205	2
22018LRa008	chr1	32244778	32244778	32291945	6
22018LRa008	chr1	32386227	32386227	32398802	2
22018LRa008	chr1	32468641	32468641	32883253	155
22018LRa008	chr1	32909801	32909801	32927891	2
22018LRa008	chr1	32952599	32952599	33031469	7
22018LRa008	chr1	33050936	33050936	33129611	8
22018LRa008	chr1	33187012	33187012	33190530	4
22018LRa008	chr1	33227539	33227539	33597186	346
22018LRa008	chr1	33657416	33657416	34010130	357
22018LRa008	chr1	34043876	34043876	34192176	167
22018LRa008	chr1	34234224	34234224	34382531	107
22018LRa008	chr1	34405828	34405828	34433110	6
22018LRa008	chr1	34477608	34477608	34777656	360
22018LRa008	chr1	34809387	34809387	34976860	95
22018LRa008	chr1	35013690	35013690	35030316	3
22018LRa008	chr1	35060613	35060613	35204458	95
22018LRa008	chr1	35232988	35232988	35368609	11
22018LRa008	chr1	35389768	35389768	35460549	6
22018LRa008	chr1	35492404	35492404	35504404	4
22018LRa008	chr1	35565516	35565516	35631941	7
22018LRa008	chr1	35687737	35687737	36326125	247
22018LRa008	chr1	36360180	36360180	36360514	2
22018LRa008	chr1	36392544	36392544	36651072	194
22018LRa008	chr1	36682110	36682110	36812976	66
22018LRa008	chr1	36855273	36855273	36886086	8
22018LRa008	chr1	36919534	36919534	37080547	151
22018LRa008	chr1	37128249	37128249	37133702	2
22018LRa008	chr1	37229384	37229384	37230425	2
22018LRa008	chr1	37264949	37264949	37520552	210
22018LRa008	chr1	37552935	37552935	37678596	64
22018LRa008	chr1	37766611	37766611	37780218	2
22018LRa008	chr1	37814313	37814313	37902990	13
22018LRa008	chr1	37927826	37927826	37965579	5
22018LRa008	chr1	37988895	37988895	38049386	7
22018LRa008	chr1	38076706	38076706	38457458	275
22018LRa008	chr1	38486988	38486988	38907171	174
22018LRa008	chr1	38933975	38933975	39627633	485
22018LRa008	chr1	39683104	39683104	39731292	16
22018LRa008	chr1	39962570	39962570	40480459	576
22018LRa008	chr1	40511192	40511192	40531717	3
22018LRa008	chr1	40555061	40555061	40887598	294
22018LRa008	chr1	40914386	40914386	41529668	693
22018LRa008	chr1	41531799	41532575	41629932	165
22018LRa008	chr1	41653975	41653975	41699958	4
22018LRa008	chr1	41723442	41723442	42187001	398
22018LRa008	chr1	42258579	42258579	42274550	3
22018LRa008	chr1	42339386	42339386	42459023	149
22018LRa008	chr1	42481979	42481979	42568434	15
22018LRa008	chr1	42591799	42591799	42676562	14
22018LRa008	chr1	42721396	42721396	42938000	214
22018LRa008	chr1	42971859	42971859	43028277	56
22018LRa008	chr1	43058596	43058596	43234469	153
22018LRa008	chr1	43294062	43294062	44615869	1077
22018LRa008	chr1	44641108	44641108	44738283	51
22018LRa008	chr1	44759477	44759477	44970342	36
22018LRa008	chr1	44996811	44996811	45018140	3
22018LRa008	chr1	45103675	45103675	45121216	3
22018LRa008	chr1	45158025	45158025	45165174	3
22018LRa008	chr1	45202684	45202684	45226976	2
22018LRa008	chr1	45282484	45282484	45301235	3
22018LRa008	chr1	45325517	45325517	45497745	151
22018LRa008	chr1	45498566	45498566	46214495	545
22018LRa008	chr1	46240910	46240910	46633151	395
22018LRa008	chr1	46744340	46744340	46776165	5
22018LRa008	chr1	46800185	46800185	46834992	9
22018LRa008	chr1	46865999	46865999	46942608	11
22018LRa008	chr1	46977764	46977764	46993730	2
22018LRa008	chr1	47078754	47078754	47085839	4
22018LRa008	chr1	47163879	47163879	47658076	492
22018LRa008	chr1	47720219	47720219	47889564	149
22018LRa008	chr1	47917340	47917340	48617399	438
22018LRa008	chr1	48679842	48679842	48690334	2
22018LRa008	chr1	48718655	48718655	48967263	151
22018LRa008	chr1	49010975	49010975	49020886	5
22018LRa008	chr1	49080060	49080060	49094222	2
22018LRa008	chr1	49118296	49118296	49136917	3
22018LRa008	chr1	49286750	49286750	49288926	2
22018LRa008	chr1	49344459	49344459	49401637	6
22018LRa008	chr1	49503048	49503048	49563175	8
22018LRa008	chr1	49607477	49607477	49623147	4
22018LRa008	chr1	49652087	49652087	49665677	4
22018LRa008	chr1	49696342	49696342	49741764	4
22018LRa008	chr1	49771701	49771701	49846044	8
22018LRa008	chr1	49957940	49957940	49970020	3
22018LRa008	chr1	50002396	50002396	50025843	4
22018LRa008	chr1	50061046	50061046	50067225	2
22018LRa008	chr1	50103339	50103339	50123053	2
22018LRa008	chr1	50151824	50151824	50153918	2
22018LRa008	chr1	50179506	50179506	50197974	6
22018LRa008	chr1	50233088	50233088	50302485	10
22018LRa008	chr1	50325793	50325793	51106593	636
22018LRa008	chr1	51127475	51127475	51234054	13
22018LRa008	chr1	51257146	51257146	51334840	20
22018LRa008	chr1	51357426	51357426	51408279	11
22018LRa008	chr1	51434699	51434699	51474680	7
22018LRa008	chr1	51521804	51521804	51604942	33
22018LRa008	chr1	51659848	51659848	52151609	179
22018LRa008	chr1	52186476	52186476	52279291	13
22018LRa008	chr1	52317288	52317288	52382822	10
22018LRa008	chr1	52434300	52434300	52662374	46
22018LRa008	chr1	53022366	53022366	53024293	2
22018LRa008	chr1	53066899	53066899	53069827	2
22018LRa008	chr1	53109903	53109903	53192887	61
22018LRa008	chr1	53232949	53232949	53233457	2
22018LRa008	chr1	53263371	53263371	53310944	27
22018LRa008	chr1	53348514	53348514	53415582	37
22018LRa008	chr1	53509314	53509314	53658200	158
22018LRa008	chr1	53683353	53683353	53717212	5
22018LRa008	chr1	53776705	53776705	53792193	2
22018LRa008	chr1	53820188	53820188	53924467	107
22018LRa008	chr1	53945680	53945680	53956331	2
22018LRa008	chr1	53990652	53990652	54110966	39
22018LRa008	chr1	54172701	54172701	54247370	44
22018LRa008	chr1	54280327	54280327	54458297	105
22018LRa008	chr1	54459782	54459782	54466697	6
22018LRa008	chr1	54492354	54492354	54580977	98
22018LRa008	chr1	54606096	54606096	55076223	453
22018LRa008	chr1	55107619	55107619	55128035	2
22018LRa008	chr1	55185613	55185613	55208912	5
22018LRa008	chr1	55253035	55253035	55266730	11
22018LRa008	chr1	55328239	55328239	55362275	14
22018LRa008	chr1	55384956	55384956	55402282	2
22018LRa008	chr1	55430794	55430794	55941334	634
22018LRa008	chr1	55965069	55965069	56560091	733
