#sample	chromosome	phase_set	from	to	variants
22018LRa002	chr1	10884	10884	64649	117
22018LRa002	chr1	66231	66231	152892	159
22018LRa002	chr1	161538	161538	204487	201
22018LRa002	chr1	257776	257776	296746	138
22018LRa002	chr1	351514	351514	529913	470
22018LRa002	chr1	587429	587429	610375	5
22018LRa002	chr1	642878	642878	669618	23
22018LRa002	chr1	689063	689063	772142	77
22018LRa002	chr1	792461	792461	939398	273
22018LRa002	chr1	956360	956360	1426253	622
22018LRa002	chr1	1433466	1433466	1448915	18
22018LRa002	chr1	1477854	1477854	1490031	4
22018LRa002	chr1	1528513	1528513	1749981	382
22018LRa002	chr1	1777680	1777680	1779792	2
22018LRa002	chr1	1822240	1822240	1850754	6
22018LRa002	chr1	1890472	1890472	1902679	2
22018LRa002	chr1	1938830	1938830	2085428	235
22018LRa002	chr1	2102623	2102623	2163589	116
22018LRa002	chr1	2179409	2179409	2323471	205
22018LRa002	chr1	2329564	2329564	2342466	11
22018LRa002	chr1	2355964	2355964	2509753	148
22018LRa002	chr1	2524337	2524337	2699772	160
22018LRa002	chr1	2746360	2746360	2894837	234
22018LRa002	chr1	2912986	2912986	2944366	35
22018LRa002	chr1	2963075	2963075	3200880	322
22018LRa002	chr1	3251181	3251181	3363457	120
22018LRa002	chr1	3421057	3421057	3435664	17
22018LRa002	chr1	3462708	3462708	3463266	2
22018LRa002	chr1	3495402	3495402	3694857	270
22018LRa002	chr1	3716973	3716973	3726970	4
22018LRa002	chr1	3758190	3758190	4082798	674
22018LRa002	chr1	4120746	4120746	4235897	247
22018LRa002	chr1	4281343	4281343	4527820	464
22018LRa002	chr1	4572637	4572637	4632981	144
22018LRa002	chr1	4633069	4633166	4940026	481
22018LRa002	chr1	4979320	4979320	5214469	229
22018LRa002	chr1	5246184	5246443	5384057	228
22018LRa002	chr1	5404901	5404901	5414227	3
22018LRa002	chr1	5431441	5431441	5475279	38
22018LRa002	chr1	5511299	5511299	5669664	207
22018LRa002	chr1	5703037	5703037	5755655	53
22018LRa002	chr1	5776963	5776963	5792174	4
22018LRa002	chr1	5809545	5809545	5818976	2
22018LRa002	chr1	5838669	5838669	6005211	282
22018LRa002	chr1	6005225	6005225	6048105	61
22018LRa002	chr1	6072250	6072250	6160386	122
22018LRa002	chr1	6197766	6197766	6595122	532
22018LRa002	chr1	6648559	6648559	6670722	4
22018LRa002	chr1	6693085	6693085	6695767	2
22018LRa002	chr1	6715826	6715826	6728952	5
22018LRa002	chr1	6740226	6740226	6767469	3
22018LRa002	chr1	6861518	6861518	7192306	337
22018LRa002	chr1	7239832	7239832	7339170	112
22018LRa002	chr1	7389141	7389141	7398195	5
22018LRa002	chr1	7429688	7429688	7515606	169
22018LRa002	chr1	7526122	7526122	7571360	46
22018LRa002	chr1	7648673	7648673	8007481	290
22018LRa002	chr1	8018375	8018375	8058907	7
22018LRa002	chr1	8080633	8080633	8107120	3
22018LRa002	chr1	8127240	8127240	8186874	118
22018LRa002	chr1	8215730	8215730	8246488	4
22018LRa002	chr1	8290712	8290712	8531007	211
22018LRa002	chr1	8541059	8541059	8618754	11
22018LRa002	chr1	8651345	8651345	8661343	4
22018LRa002	chr1	8675858	8675858	8678578	2
22018LRa002	chr1	8694640	8694640	8756379	27
22018LRa002	chr1	8770307	8770307	8776813	3
22018LRa002	chr1	8789301	8789301	9696917	983
22018LRa002	chr1	9711670	9711670	9722498	3
22018LRa002	chr1	9756214	9756214	9777155	4
22018LRa002	chr1	9795578	9795578	9932559	54
22018LRa002	chr1	9953886	9953886	9966339	4
22018LRa002	chr1	9992633	9992633	10002030	2
22018LRa002	chr1	10077295	10077295	10097052	3
22018LRa002	chr1	10109634	10109634	10130443	2
22018LRa002	chr1	10166968	10166968	10175888	10
22018LRa002	chr1	10396292	10396292	10402031	3
22018LRa002	chr1	10424113	10424113	10441455	4
22018LRa002	chr1	10577554	10577554	10702375	86
22018LRa002	chr1	10731453	10731453	10742393	2
22018LRa002	chr1	10745357	10745357	10908051	175
22018LRa002	chr1	10933670	10933670	11000742	100
22018LRa002	chr1	11096184	11096184	11110011	4
22018LRa002	chr1	11152009	11152009	11164266	5
22018LRa002	chr1	11236140	11236140	11289574	6
22018LRa002	chr1	11323257	11323257	11596767	378
22018LRa002	chr1	11612032	11612032	11614093	2
22018LRa002	chr1	11643732	11643732	11714899	68
22018LRa002	chr1	11743569	11743569	11747558	2
22018LRa002	chr1	11762538	11762538	12072575	347
22018LRa002	chr1	12087357	12087357	12136622	27
22018LRa002	chr1	12164301	12164301	12221797	71
22018LRa002	chr1	12243231	12243231	12255827	3
22018LRa002	chr1	12275284	12275284	12319304	5
22018LRa002	chr1	12358644	12358644	12376950	2
22018LRa002	chr1	12451114	12451114	12456810	2
22018LRa002	chr1	12529944	12529944	12589887	123
