#Read position (bp)	Clipping profile
0.0	0.018515821401815066
1.0	0.016148346949470347
2.0	0.014598725733301341
3.0	0.012787644367821753
4.0	0.01142413705058234
5.0	0.010608535541429508
6.0	0.010277618273951624
7.0	0.009977792160366586
8.0	0.009738632769071068
9.0	0.009558408002355162
10.0	0.00941135290678399
11.0	0.009288200759609545
12.0	0.009187868999763137
13.0	0.009098449455489148
14.0	0.009015611882512806
15.0	0.00894416285197911
16.0	0.008878559651216353
17.0	0.008811787284499408
18.0	0.008757789138393032
19.0	0.008701149543279047
20.0	0.00864866698266884
21.0	0.00860094769076088
22.0	0.008553877935494137
23.0	0.008512091078242611
24.0	0.008471906411372751
25.0	0.008430855695647936
26.0	0.008392922755800955
27.0	0.008355682655037939
28.0	0.008319395208015369
29.0	0.008284536741603475
30.0	0.008252839353512162
31.0	0.008218327306642249
32.0	0.008187236152749406
33.0	0.008160561848016825
34.0	0.008133108099314787
35.0	0.00810487490664329
36.0	0.008080365724048095
37.0	0.008055207004811684
38.0	0.00803290624679662
39.0	0.008009436322827369
40.0	0.00798709226236956
41.0	0.00796526783122472
42.0	0.00794482907824781
43.0	0.00792681526206477
44.0	0.007909407680080196
45.0	0.007890830932141435
46.0	0.007872773813515645
47.0	0.007856665304813503
48.0	0.007839950561912893
49.0	0.007823409028783274
50.0	0.007807733544508607
51.0	0.007793140621302635
52.0	0.007779673561608101
53.0	0.007766423014127307
54.0	0.007752782744661783
55.0	0.007740311641150447
56.0	0.007727494118097129
57.0	0.007715109619471289
58.0	0.007702811725730944
59.0	0.00769215932481501
60.0	0.007681420319013582
61.0	0.007670984430311388
62.0	0.0076613712880213986
63.0	0.007650242560235242
64.0	0.007640326300846019
65.0	0.007631059578098013
66.0	0.007622269182220231
67.0	0.007612006503289027
68.0	0.00760105098527386
69.0	0.007591437842983872
70.0	0.007582257725121361
71.0	0.007572904397487858
72.0	0.007564720235808543
73.0	0.007556709283900221
74.0	0.007548698331991897
75.0	0.007541640033824023
76.0	0.007533542477030204
77.0	0.007524881988480665
78.0	0.007517433968328061
79.0	0.007509812738404467
80.0	0.0075026245329083505
81.0	0.007495696142068719
82.0	0.007488291424358863
83.0	0.007480756799320765
84.0	0.0074728757547406835
85.0	0.0074659906663438
86.0	0.0074591921828324114
87.0	0.0074528267237485004
88.0	0.007445811728023374
89.0	0.007439446268939463
90.0	0.007432777692756318
91.0	0.0074274947947411
92.0	0.007420739613672459
93.0	0.007415066993672511
94.0	0.0074099573054282825
95.0	0.007404024870771848
96.0	0.00739817904100091
97.0	0.007392419816115468
98.0	0.007387353430313986
99.0	0.007382373649398002
100.0	0.007377307263596521
101.0	0.007372370785123284
102.0	0.007367087887108065
103.0	0.007361285359779874
104.0	0.007356392183749384
105.0	0.007351585612604391
106.0	0.007346475924360162
107.0	0.007342059075199898
108.0	0.007337339108940399
109.0	0.007331753093825947
110.0	0.007325993868940502
111.0	0.007321793531993976
112.0	0.007317073565734478
113.0	0.007312353599474979
114.0	0.007307417121001742
115.0	0.00730183110588729
116.0	0.0072974575591697715
117.0	0.0072927375929102735
118.0	0.007288060929093522
119.0	0.007283297660391276
120.0	0.007278577694131778
121.0	0.007274420659627998
122.0	0.007269570786040257
123.0	0.007264417795353281
124.0	0.007258831780238828
125.0	0.007254977862834283
126.0	0.007250431106345776
127.0	0.007246447281612988
128.0	0.007242766573979434
129.0	0.007238652841918403
130.0	0.007234712319628362
131.0	0.00722986244604062
132.0	0.007226008528636075
133.0	0.007221288562376576
134.0	0.0072173913425292845
135.0	0.0072133642153537495
136.0	0.007209900019933933
137.0	0.0072067389416133505
138.0	0.007202755116880563
139.0	0.007199247619018001
140.0	0.007194917374743231
141.0	0.007191626389094406
142.0	0.007187469354590628
143.0	0.007184178368941803
144.0	0.007180411056422752
145.0	0.007176687046346451
146.0	0.007173569270468617
147.0	0.007170018470163306
148.0	0.0071655150161175464
149.0	0.007162137425583226
150.0	0.00715923616191913
151.0	0.0071548193127588654
152.0	0.007151614931995537
153.0	0.007147890921919233
154.0	0.007144816448484147
155.0	0.007141958487262801
156.0	0.007138970618713209
157.0	0.007136588984362086
158.0	0.0071337310231407375
159.0	0.007130786457033894
160.0	0.007128188310469032
161.0	0.0071253303492476855
162.0	0.0071222558758126
163.0	0.0071196577292477374
164.0	0.007116323441156165
165.0	0.007113638689705807
166.0	0.007110131191843245
167.0	0.007107316533064644
168.0	0.007104501874286044
169.0	0.007101470703293705
170.0	0.007098093112759385
171.0	0.007094888731996056
172.0	0.007092420492759437
173.0	0.00709012546329381
174.0	0.007087224199629714
175.0	0.007084063121309133
176.0	0.007081031950316794
177.0	0.00707847710619468
178.0	0.007075402632759593
179.0	0.0070724147642100025
180.0	0.0070701197347443736
181.0	0.007067868007721493
182.0	0.007064966744057398
183.0	0.007062065480393303
184.0	0.007059164216729207
185.0	0.0070567392799353364
186.0	0.007054444250469709
187.0	0.007051802801462099
188.0	0.007049291259782734
189.0	0.00704764576695832
190.0	0.007045783761920169
191.0	0.0070423195665003544
192.0	0.0070393316979507625
193.0	0.007036560341614912
194.0	0.007034005497492796
195.0	0.00703114753627145
196.0	0.007028419482378344
197.0	0.007025604823599744
198.0	0.007023742818561594
199.0	0.007020754950012002
200.0	0.007017680476576916
201.0	0.007014432793370839
202.0	0.007011791344363229
203.0	0.007008630266042647
204.0	0.007005988817035038
205.0	0.007003737090012158
206.0	0.007001745177645764
207.0	0.006999536753065632
208.0	0.006997068513829014
209.0	0.0069954230210046
210.0	0.00699317129398172
211.0	0.006991352591386318
212.0	0.006989144166806185
213.0	0.0069867625324550615
214.0	0.006984987132302407
215.0	0.006983341639477994
216.0	0.0069807001904703845
217.0	0.0069786649756612435
218.0	0.006976802970623092
219.0	0.006975070872913184
220.0	0.0069723428190200795
221.0	0.006970480813981929
222.0	0.006968835321157515
223.0	0.0069666268965773845
224.0	0.0069639854475697744
225.0	0.006961300696119417
226.0	0.006959092271539285
227.0	0.006957576686043115
228.0	0.006956147705432441
229.0	0.006954372305279786
230.0	0.00695203397337141
231.0	0.0069499121536767735
232.0	0.006948180055966866
233.0	0.006946361353371462
234.0	0.006944802465432546
235.0	0.0069428971579516465
236.0	0.006940948548028001
237.0	0.006939346357646335
238.0	0.006937051328180708
239.0	0.006935449137799044
240.0	0.006932980898562424
241.0	0.00693025284466932
242.0	0.006928520746959413
243.0	0.00692631232237928
244.0	0.006923973990470904
245.0	0.006922934731844959
246.0	0.006920986121921314
247.0	0.006918864302226677
248.0	0.006917175506959516
249.0	0.0069157032239060955
250.0	0.006914014428638935
251.0	0.006911979213829792
252.0	0.006909943999020651
253.0	0.006908125296425247
254.0	0.00690639319871534
255.0	0.006904401286348946
256.0	0.006902495978868048
257.0	0.0069010236958146265
258.0	0.006899161690776476
259.0	0.006897429593066566
260.0	0.006895610890471165
261.0	0.006893965397646752
262.0	0.006892146695051348
263.0	0.0068906744119979265
264.0	0.006888985616730767
265.0	0.006887123611692615
266.0	0.006885867840852933
267.0	0.006884525465127755
268.0	0.006882576855204108
269.0	0.006881277781921677
270.0	0.0068799787086392455
271.0	0.006878073401158348
272.0	0.00687634130344844
273.0	0.006874912322837766
274.0	0.006873180225127859
275.0	0.006871318220089707
276.0	0.006869975844364529
277.0	0.006868633468639351
278.0	0.006867291092914172
279.0	0.006865385785433273
280.0	0.006863826897494356
281.0	0.006862787638868411
282.0	0.006861661775356971
283.0	0.006860232794746297
284.0	0.0068588471165783715
285.0	0.006857071716425716
286.0	0.006855339618715808
287.0	0.00685417045276162
288.0	0.0068528280770364415
289.0	0.0068514857013112634
290.0	0.0068501000231433375
291.0	0.006848627740089915
292.0	0.0068471121545937465
293.0	0.006845899686196811
294.0	0.006844730520242623
295.0	0.006842825212761725
296.0	0.006841482837036545
297.0	0.006839923949097629
298.0	0.006838624875815198
299.0	0.00683745570986101
300.0	0.006836632963448804
301.0	0.006835377192609121
302.0	0.006833385280242727
303.0	0.006831869694746558
304.0	0.006830917041006107
305.0	0.006829531362838182
306.0	0.006828188987113004
307.0	0.006826803308945076
308.0	0.0068257207478763845
309.0	0.006824335069708459
310.0	0.0068229926939832805
311.0	0.006821650318258101
312.0	0.0068206543620749046
313.0	0.006819182079021483
314.0	0.006818142820395538
315.0	0.0068170169568840975
316.0	0.006815891093372658
317.0	0.006814418810319237
318.0	0.006813422854136039
319.0	0.006812253688181851
320.0	0.006811127824670412
321.0	0.0068093091220750085
322.0	0.006808356468334559
323.0	0.006807187302380372
324.0	0.006805974833983436
325.0	0.00680419943383078
326.0	0.006803116872762088
327.0	0.006802207521464386
328.0	0.00680064863352547
329.0	0.0067999557944415055
330.0	0.006798483511388085
331.0	0.0067972277405484016
332.0	0.00679614517947971
333.0	0.006794629593983539
334.0	0.0067935903353575945
335.0	0.006792464471846156
336.0	0.006791338608334715
337.0	0.0067898230228385465
338.0	0.006789000276426339
339.0	0.006787138271388188
340.0	0.00678579589566301
341.0	0.006784756637037065
342.0	0.006783154446655401
343.0	0.006781898675815718
344.0	0.006780859417189773
345.0	0.006778954109708875
346.0	0.006776745685128743
347.0	0.006775619821617301
348.0	0.0067747104703196
349.0	0.006773541304365413
350.0	0.006772631953067711
351.0	0.006771073065128794
352.0	0.006770250318716588
353.0	0.0067691244552051475
354.0	0.006768388313678438
355.0	0.006766742820854025
356.0	0.006765140630472359
357.0	0.006763841557189928
358.0	0.006762455879022003
359.0	0.006761026898411329
360.0	0.0067600742446708795
361.0	0.006759164893373178
362.0	0.006757865820090747
363.0	0.006756826561464802
364.0	0.006754661439327418
365.0	0.006753189156273996
366.0	0.006752323107419042
367.0	0.006751110639022106
368.0	0.006750244590167152
369.0	0.006748858911999227
370.0	0.006747083511846571
371.0	0.006745957648335131
372.0	0.006744701877495448
373.0	0.006743792526197747
374.0	0.006743402804213017
375.0	0.006742147033373333
376.0	0.006741107774747388
377.0	0.006740414935663426
