#sample	chromosome	phase_set	from	to	variants
22018LRa004	chr1	1	245859034	245859034	1
22018LRa004	chr1	892	892	86973	291
22018LRa004	chr1	107148	107148	524788	580
22018LRa004	chr1	556476	556476	853615	437
22018LRa004	chr1	865268	865268	896060	27
22018LRa004	chr1	941580	941580	1675246	884
22018LRa004	chr1	1697157	1697157	2364567	1181
22018LRa004	chr1	2390832	2390832	2603835	364
22018LRa004	chr1	2628659	2628659	2665001	27
22018LRa004	chr1	2665172	2665220	2735389	124
22018LRa004	chr1	2754553	2754553	3091892	395
22018LRa004	chr1	3092232	3092844	3789282	1114
22018LRa004	chr1	3809849	3809849	4041372	556
22018LRa004	chr1	4086227	4086227	4352689	476
22018LRa004	chr1	4375810	4375810	4512140	164
22018LRa004	chr1	4549394	4549394	4725669	218
22018LRa004	chr1	4747570	4747570	4979297	335
22018LRa004	chr1	5038628	5038628	5059209	3
22018LRa004	chr1	5093697	5093697	5212527	110
22018LRa004	chr1	5249282	5249282	5288599	55
22018LRa004	chr1	5314515	5314515	5438784	56
22018LRa004	chr1	5471896	5471896	5492354	3
22018LRa004	chr1	5502593	5502593	5573783	103
22018LRa004	chr1	5600071	5600071	5610541	18
22018LRa004	chr1	5640592	5640592	5670035	7
22018LRa004	chr1	5687410	5687410	6102775	622
22018LRa004	chr1	6162449	6162449	6196386	6
22018LRa004	chr1	6221433	6221433	6258106	8
22018LRa004	chr1	6268858	6268858	6269700	8
22018LRa004	chr1	6295311	6295311	6305295	4
22018LRa004	chr1	6357837	6357837	6644924	312
22018LRa004	chr1	6668328	6668328	6884054	189
22018LRa004	chr1	6907229	6907229	7109589	125
22018LRa004	chr1	7130807	7130807	8665845	1520
22018LRa004	chr1	8718849	8718849	8720919	6
22018LRa004	chr1	8737807	8737807	9057288	472
22018LRa004	chr1	9083046	9083046	9120795	5
22018LRa004	chr1	9145230	9145230	9148897	3
22018LRa004	chr1	9182270	9182270	9287688	70
22018LRa004	chr1	9319935	9319935	9325304	2
22018LRa004	chr1	9349467	9349467	9384774	10
22018LRa004	chr1	9411453	9411453	9425193	2
22018LRa004	chr1	9466688	9466688	9482857	3
22018LRa004	chr1	9508426	9508426	9583888	7
22018LRa004	chr1	9614424	9614424	10421942	848
22018LRa004	chr1	10451955	10451955	10599043	243
22018LRa004	chr1	10625063	10625063	10705853	10
22018LRa004	chr1	10761636	10761636	10831172	7
22018LRa004	chr1	10860299	10860299	10868780	5
22018LRa004	chr1	10894545	10894545	10908949	2
22018LRa004	chr1	10982826	10982826	10985783	2
22018LRa004	chr1	11033497	11033497	11034776	2
22018LRa004	chr1	11065649	11065649	11135858	102
22018LRa004	chr1	11195586	11195586	11431383	297
22018LRa004	chr1	11452390	11452390	11471156	5
22018LRa004	chr1	11592927	11592927	11787367	186
22018LRa004	chr1	11819421	11819421	11848968	5
22018LRa004	chr1	11902786	11902786	11905541	2
22018LRa004	chr1	11945030	11945030	11945110	2
22018LRa004	chr1	12068900	12068900	12199031	139
22018LRa004	chr1	12214346	12214346	12352811	130
22018LRa004	chr1	12374296	12374296	12461109	87
22018LRa004	chr1	12492319	12492319	13072846	932
22018LRa004	chr1	13128472	13128472	13131011	2
22018LRa004	chr1	13225295	13225295	13315331	31
22018LRa004	chr1	13343749	13343749	13410486	23
22018LRa004	chr1	13471013	13471013	13522415	90
22018LRa004	chr1	13557060	13557060	13651793	169
22018LRa004	chr1	13687215	13687215	13835952	126
22018LRa004	chr1	13860774	13860774	14579969	901
22018LRa004	chr1	14624782	14624782	14737890	218
22018LRa004	chr1	14767624	14767624	15033017	355
22018LRa004	chr1	15098290	15098290	15280386	88
22018LRa004	chr1	15331823	15331823	15340497	2
22018LRa004	chr1	15387718	15387718	15422235	5
22018LRa004	chr1	15441345	15441345	15932292	725
22018LRa004	chr1	15955324	15955324	15963039	3
22018LRa004	chr1	15980940	15980940	16005857	7
22018LRa004	chr1	16016308	16016308	16079628	229
22018LRa004	chr1	16086254	16086254	16141937	183
22018LRa004	chr1	16144952	16144952	16172410	101
22018LRa004	chr1	16180572	16180572	16261547	323
22018LRa004	chr1	16261872	16261894	16977061	1757
22018LRa004	chr1	16977070	16977070	17352014	623
22018LRa004	chr1	17370285	17370285	17405383	13
22018LRa004	chr1	17503894	17503894	17504188	12
22018LRa004	chr1	17522904	17522904	17532065	3
22018LRa004	chr1	17673066	17673066	17752700	130
22018LRa004	chr1	17771650	17771650	17879915	126
22018LRa004	chr1	17912056	17912056	18202699	486
22018LRa004	chr1	18242055	18242055	18435977	192
22018LRa004	chr1	18500176	18500176	18579869	67
22018LRa004	chr1	18610553	18610553	19063917	583
22018LRa004	chr1	19134032	19134032	19165671	11
22018LRa004	chr1	19222643	19222643	19315465	38
22018LRa004	chr1	19334233	19334233	19860323	511
22018LRa004	chr1	19887501	19887501	20276046	437
22018LRa004	chr1	20346549	20346549	22119737	2069
22018LRa004	chr1	22149709	22149709	22261317	160
22018LRa004	chr1	22284416	22284416	22318377	6
22018LRa004	chr1	22347243	22347243	22404533	29
22018LRa004	chr1	22435878	22435878	22448766	4
22018LRa004	chr1	22531595	22531595	22599825	61
22018LRa004	chr1	22627507	22627507	23505835	880
22018LRa004	chr1	23542018	23542018	23596609	12
22018LRa004	chr1	23617915	23617915	23638102	2
22018LRa004	chr1	23663718	23663718	23665365	4
22018LRa004	chr1	23691584	23691584	23743900	10
22018LRa004	chr1	23808609	23808609	23993275	279
22018LRa004	chr1	24020270	24020270	24035201	10
22018LRa004	chr1	24177382	24177382	24333500	211
22018LRa004	chr1	24354024	24354024	24498815	160
22018LRa004	chr1	24525225	24525225	24613644	27
22018LRa004	chr1	24664948	24664948	24817145	152
22018LRa004	chr1	24851885	24851885	24982265	157
22018LRa004	chr1	25010372	25010372	25093390	22
22018LRa004	chr1	25165537	25165537	25623359	644
22018LRa004	chr1	25643536	25643536	25656276	3
22018LRa004	chr1	25713366	25713366	25743130	4
22018LRa004	chr1	25813316	25813316	25814948	2
22018LRa004	chr1	25845889	25845889	25866181	5
22018LRa004	chr1	25889124	25889124	25951071	11
22018LRa004	chr1	25978753	25978753	26038744	26
22018LRa004	chr1	26088718	26088718	26099332	2
22018LRa004	chr1	26197627	26197627	26450139	125
22018LRa004	chr1	26473133	26473133	26581565	25
22018LRa004	chr1	26605121	26605121	26742098	32
22018LRa004	chr1	26746517	26746517	26833726	22
22018LRa004	chr1	26859568	26859568	26873525	4
22018LRa004	chr1	26893927	26893927	26971499	36
22018LRa004	chr1	26996440	26996440	27004646	2
22018LRa004	chr1	27054342	27054342	27073421	4
22018LRa004	chr1	27106865	27106865	27120770	2
22018LRa004	chr1	27144374	27144374	27223958	40
22018LRa004	chr1	27248736	27248736	27410311	19
