#sample	chromosome	phase_set	from	to	variants
22018LRa003	chr1	1	248537846	248537846	1
22018LRa003	chr1	10889	10934	146074	237
22018LRa003	chr1	161538	161538	204487	141
22018LRa003	chr1	257716	257716	258093	5
22018LRa003	chr1	259045	259045	295202	75
22018LRa003	chr1	351514	351514	532812	509
22018LRa003	chr1	587429	587429	628332	11
22018LRa003	chr1	644733	644733	773917	107
22018LRa003	chr1	794299	794299	1490031	913
22018LRa003	chr1	1507076	1507076	2005946	766
22018LRa003	chr1	2019112	2019112	2085428	52
22018LRa003	chr1	2104824	2104824	2452317	584
22018LRa003	chr1	2457996	2457996	2697969	329
22018LRa003	chr1	2746360	2746360	2809387	109
22018LRa003	chr1	2829266	2829318	3202058	616
22018LRa003	chr1	3217767	3217767	3292266	88
22018LRa003	chr1	3325497	3325497	4480735	1841
22018LRa003	chr1	4497953	4497953	4527820	56
22018LRa003	chr1	4572500	4572500	4834084	354
22018LRa003	chr1	4846176	4846176	5475279	920
22018LRa003	chr1	5511299	5511299	5658689	139
22018LRa003	chr1	5683449	5683449	5787074	37
22018LRa003	chr1	5814673	5814673	5818976	2
22018LRa003	chr1	5833848	5833848	6044981	391
22018LRa003	chr1	6072250	6072250	6216630	217
22018LRa003	chr1	6234012	6234012	6595122	455
22018LRa003	chr1	6636785	6636785	6652712	6
22018LRa003	chr1	6677175	6677175	6719671	8
22018LRa003	chr1	6740226	6740226	6751935	2
22018LRa003	chr1	6767233	6767233	6830161	7
22018LRa003	chr1	6876212	6876212	7316879	487
22018LRa003	chr1	7319432	7319432	7354659	32
22018LRa003	chr1	7377845	7377845	7398191	2
22018LRa003	chr1	7407245	7407245	7578567	241
22018LRa003	chr1	7599781	7599781	7626342	5
22018LRa003	chr1	7647227	7647227	7909838	281
22018LRa003	chr1	7929506	7929506	8250002	399
22018LRa003	chr1	8262758	8262758	9496644	1264
22018LRa003	chr1	9516156	9516156	9746800	202
22018LRa003	chr1	9777155	9777155	9966339	67
22018LRa003	chr1	9986402	9986402	10047668	7
22018LRa003	chr1	10071371	10071371	10596278	514
22018LRa003	chr1	10640391	10640391	10991092	354
22018LRa003	chr1	11000018	11000018	11048253	55
22018LRa003	chr1	11083495	11083495	11110011	3
22018LRa003	chr1	11241900	11241900	11251410	2
22018LRa003	chr1	11273755	11273755	11275062	2
22018LRa003	chr1	11318651	11318651	11614093	366
22018LRa003	chr1	11643732	11643732	12096411	525
22018LRa003	chr1	12117777	12117777	12201556	92
22018LRa003	chr1	12201915	12201915	12255827	25
22018LRa003	chr1	12304835	12304835	12319304	2
22018LRa003	chr1	12376950	12376950	12422019	3
22018LRa003	chr1	12444858	12444858	12456810	3
22018LRa003	chr1	12524765	12524765	12652624	198
22018LRa003	chr1	12670195	12670195	12839204	233
22018LRa003	chr1	12862252	12862252	12951156	75
22018LRa003	chr1	13012329	13012329	13190983	361
22018LRa003	chr1	13208838	13208838	13237795	133
22018LRa003	chr1	13239102	13239102	13492166	394
22018LRa003	chr1	13510184	13510184	13665457	189
22018LRa003	chr1	13686416	13686416	13688955	2
22018LRa003	chr1	13765477	13765477	13783188	3
22018LRa003	chr1	13800171	13800171	13879914	29
22018LRa003	chr1	13901582	13901582	13931761	19
22018LRa003	chr1	13952496	13952496	13968333	4
22018LRa003	chr1	14028852	14028852	14080246	90
22018LRa003	chr1	14114889	14114889	14209609	158
22018LRa003	chr1	14245028	14245028	14309758	30
22018LRa003	chr1	14313426	14313426	15139914	1072
22018LRa003	chr1	15180914	15180914	15293534	168
22018LRa003	chr1	15321332	15321332	15588305	369
22018LRa003	chr1	15619738	15619738	15635438	2
22018LRa003	chr1	15671939	15671939	16738568	1833
22018LRa003	chr1	16738784	16738784	16798943	160
22018LRa003	chr1	16850110	16852938	16954083	335
22018LRa003	chr1	16958003	16958003	17300637	556
22018LRa003	chr1	17300861	17300861	17490103	449
22018LRa003	chr1	17512141	17512141	18049808	570
22018LRa003	chr1	18075435	18075435	18586169	753
22018LRa003	chr1	18598028	18598028	18612739	2
22018LRa003	chr1	18639848	18639848	18649972	2
22018LRa003	chr1	18684943	18684943	19054498	520
22018LRa003	chr1	19059127	19059127	19227605	92
22018LRa003	chr1	19257142	19257142	19324593	37
22018LRa003	chr1	19335265	19335265	19346845	3
22018LRa003	chr1	19395622	19395622	19489669	44
22018LRa003	chr1	19510810	19510810	20948178	1496
22018LRa003	chr1	20964824	20964824	21313902	249
22018LRa003	chr1	21316761	21316761	21466268	160
22018LRa003	chr1	21479844	21479844	21496583	7
22018LRa003	chr1	21514156	21514156	22437616	1159
22018LRa003	chr1	22460712	22460712	22467039	3
22018LRa003	chr1	22539482	22539482	22774290	256
22018LRa003	chr1	22801979	22801979	22865253	59
22018LRa003	chr1	22890219	22890219	23682950	589
22018LRa003	chr1	23707144	23707144	23782944	31
22018LRa003	chr1	23828743	23828743	23856496	7
22018LRa003	chr1	23876495	23876495	23994124	105
22018LRa003	chr1	23994249	23994249	24488737	596
22018LRa003	chr1	24515636	24515636	24595638	78
22018LRa003	chr1	24689023	24689023	24716412	9
22018LRa003	chr1	24757559	24757559	24774848	4
22018LRa003	chr1	24796960	24796960	24799363	2
22018LRa003	chr1	24826451	24826451	24981785	146
22018LRa003	chr1	25002147	25002147	25125946	114
22018LRa003	chr1	25131924	25131924	25272180	121
22018LRa003	chr1	25295858	25295858	25300370	2
22018LRa003	chr1	25311520	25311520	25977524	644
22018LRa003	chr1	26017419	26017419	26021558	2
22018LRa003	chr1	26049227	26049227	26074073	5
22018LRa003	chr1	26103387	26103387	26113338	2
22018LRa003	chr1	26141321	26141321	26614660	509
22018LRa003	chr1	26635179	26635179	27021503	358
22018LRa003	chr1	27046821	27046821	27442272	249
22018LRa003	chr1	27458824	27458824	27463804	4
22018LRa003	chr1	27496488	27496488	27497066	2
22018LRa003	chr1	27518710	27518710	27520628	2
22018LRa003	chr1	27527880	27527880	27569006	6
22018LRa003	chr1	27593487	27593487	27608841	4
22018LRa003	chr1	27630057	27630057	27659777	57
22018LRa003	chr1	27704969	27704969	27792337	10
22018LRa003	chr1	27820914	27820914	27833688	3
22018LRa003	chr1	27860863	27860863	27864977	2
22018LRa003	chr1	27945407	27945407	27977641	3
22018LRa003	chr1	28020631	28020631	28052423	3
22018LRa003	chr1	28077244	28077244	28151665	25
22018LRa003	chr1	28183288	28183288	28478995	468
22018LRa003	chr1	28485035	28485035	29551493	1054
22018LRa003	chr1	29553868	29553868	29727633	206
22018LRa003	chr1	29752306	29752306	30020798	386
22018LRa003	chr1	30022962	30022962	30216957	239
22018LRa003	chr1	30250274	30250274	31122127	1171
22018LRa003	chr1	31139790	31139790	31432326	551
22018LRa003	chr1	31436225	31436225	31561388	304
22018LRa003	chr1	31581704	31581704	31900468	219
22018LRa003	chr1	31937488	31937488	31947192	7
22018LRa003	chr1	31970243	31970357	31972633	4
22018LRa003	chr1	32000447	32000447	32008365	2
22018LRa003	chr1	32059185	32059185	32075863	2
22018LRa003	chr1	32108618	32108618	32114851	3
22018LRa003	chr1	32197841	32197841	32215469	3
