#sample	chromosome	phase_set	from	to	variants
22018LRa002	chr1	1273	3493	26494	63
22018LRa002	chr1	27046	27339	89443	181
22018LRa002	chr1	90325	90401	198679	160
22018LRa002	chr1	217857	217857	362933	246
22018LRa002	chr1	399602	406252	843253	653
22018LRa002	chr1	858182	858182	883287	18
22018LRa002	chr1	912419	912419	924535	3
22018LRa002	chr1	963017	963017	1184399	380
22018LRa002	chr1	1212058	1212058	1214170	2
22018LRa002	chr1	1256628	1256628	1285139	6
22018LRa002	chr1	1324860	1324860	1337085	2
22018LRa002	chr1	1369884	1369884	1520947	249
22018LRa002	chr1	1538149	1538149	1598546	44
22018LRa002	chr1	1614378	1614378	1716855	95
22018LRa002	chr1	1716906	1716906	1759403	85
22018LRa002	chr1	1768844	1768844	1781746	11
22018LRa002	chr1	1795222	1795222	1950842	172
22018LRa002	chr1	1965981	1965981	2134553	241
22018LRa002	chr1	2135103	2135103	2149801	17
22018LRa002	chr1	2151578	2151578	2360709	468
22018LRa002	chr1	2361404	2361404	2396113	35
22018LRa002	chr1	2414257	2414257	2445646	35
22018LRa002	chr1	2464403	2464403	2703922	316
22018LRa002	chr1	2754553	2754553	2884695	126
22018LRa002	chr1	2925859	2925859	2940467	16
22018LRa002	chr1	2967474	2967474	2982860	4
22018LRa002	chr1	3002416	3002416	3205988	308
22018LRa002	chr1	3229423	3229423	3238500	2
22018LRa002	chr1	3269791	3269791	3616495	656
22018LRa002	chr1	3632079	3632079	3748906	262
22018LRa002	chr1	3794328	3794328	4041372	467
22018LRa002	chr1	4086364	4086364	4455757	641
22018LRa002	chr1	4495078	4495078	4710796	230
22018LRa002	chr1	4763231	4763502	4936513	231
22018LRa002	chr1	4953836	4953836	4997677	38
22018LRa002	chr1	5033708	5033708	5192127	203
22018LRa002	chr1	5225511	5225511	5278020	50
22018LRa002	chr1	5299321	5299321	5314515	4
22018LRa002	chr1	5332299	5332299	5344498	6
22018LRa002	chr1	5362903	5362903	5573783	349
22018LRa002	chr1	5597930	5597930	5686030	120
22018LRa002	chr1	5723412	5723412	6120786	535
22018LRa002	chr1	6174223	6174223	6196386	4
22018LRa002	chr1	6218750	6218750	6221433	2
22018LRa002	chr1	6241488	6241488	6254618	5
22018LRa002	chr1	6265914	6265914	6301341	14
22018LRa002	chr1	6389204	6389204	6721639	357
22018LRa002	chr1	6769156	6769156	6868556	113
22018LRa002	chr1	6921866	6921866	6927606	5
22018LRa002	chr1	6959106	6959106	7045073	170
22018LRa002	chr1	7057781	7057781	7102382	42
22018LRa002	chr1	7179709	7179709	7538404	300
22018LRa002	chr1	7557976	7557976	7589978	17
22018LRa002	chr1	7611705	7611705	7638180	3
22018LRa002	chr1	7658319	7658319	7717916	119
22018LRa002	chr1	7746771	7746771	7777517	4
22018LRa002	chr1	7822450	7822450	8098491	204
22018LRa002	chr1	8108004	8108004	8152381	6
22018LRa002	chr1	8184913	8184913	8194912	4
22018LRa002	chr1	8209336	8209336	8212055	2
22018LRa002	chr1	8228118	8228118	8289827	27
22018LRa002	chr1	8303770	8303770	8329462	6
22018LRa002	chr1	8337885	8341447	8341447	1
22018LRa002	chr1	8352210	8352210	9239691	984
22018LRa002	chr1	9254450	9254450	9265281	3
