#Position (bp)	Coverage	Std
3882144.5	12.745220553384934	6.668515465885691
1.16464325E7	12.64197348166374	4.784476999716726
1.94107205E7	13.43542460042698	5.507643063847436
2.71750085E7	12.677319414220596	4.708536058839043
3.49392965E7	12.592687700404724	4.448887795680292
4.27035845E7	12.168599232795074	5.677934654007395
5.04678725E7	12.86482108855313	5.254944986470785
5.82321605E7	12.555761713115228	4.167557177315134
6.59964485E7	12.777296643298136	4.8148466881774725
7.37607365E7	12.93048364511981	5.337115641574484
8.15250245E7	12.648040361202469	4.531590569532978
8.92893125E7	12.677279487829406	4.754556649078092
9.70536005E7	13.139739922063685	5.788925026984772
1.048178885E8	12.739055532200764	4.856849444232485
1.125821765E8	12.793630529933974	5.009003730557031
1.203464645E8	20.135056813966717	44.37424698876637
1.281107525E8	2.8188485537888344	17.68950623357033
1.358750405E8	0.0	0.0
1.436393285E8	20.70892694861396	175.74436734810217
1.514036165E8	12.651490001401287	4.899051138793194
1.591679045E8	12.709049690068168	5.480171092830033
1.669321925E8	12.445858396803416	3.9322513351752946
1.746964805E8	12.648886671900888	4.592792510562635
1.824607685E8	12.700793427549312	4.688429535038787
1.902250565E8	12.550424069792362	4.254887407521931
1.979893445E8	12.734278532687092	4.999433270716515
2.057536325E8	12.896334473940174	5.0844639500237845
2.135179205E8	12.708694345186577	4.869679654460415
2.212822085E8	13.149379698434679	5.927295668712327
2.290464965E8	12.759645443342647	5.549494925922279
2.368107845E8	12.703772709100951	4.961817392075922
2.445750725E8	12.934101233751246	5.346103979450264
2.487068195E8	12.719288229708777	6.154881600584804
2.525889635E8	12.586906796096727	4.390198846426887
2.601036485E8	12.482252203936794	4.07431330113388
2.678679365E8	12.534990330085643	4.317915952489379
2.756322245E8	12.848407606724532	5.1908763015374335
2.833965125E8	12.582236645523711	15.34222896518523
2.911608005E8	12.66734683205981	4.626958213381002
2.989250885E8	12.503473853623152	4.258848417100693
3.066893765E8	12.498037939860037	4.10190139856402
3.144536645E8	12.594606356693621	4.458058888422985
3.222179525E8	12.666380227008581	4.665853896035766
3.299822405E8	12.693543696472878	4.634758769951535
3.377465285E8	14.271655816991847	20.825730968007985
3.455108165E8	10.90687504121434	9.367041959525263
3.532751045E8	12.958539791414228	5.282605591071833
3.610393925E8	12.731487549148099	5.218749169389092
3.688036805E8	12.898702752911793	5.215399700391389
3.765679685E8	12.92163557044767	5.314792777144381
3.843322565E8	12.726358424623095	4.818130047912885
3.920965445E8	12.832155375998417	5.150014499024099
3.998608325E8	12.705655946817016	4.957051817379723
4.076251205E8	12.611458513646069	4.424438219298054
4.153894085E8	13.021615890600657	5.616802287263962
4.231536965E8	12.816008757016741	5.059590738743766
4.309179845E8	12.626103900318999	4.622342972611539
4.386822725E8	12.540008175894558	4.305990729288608
4.464465605E8	12.77178976359455	4.980941921916261
4.542108485E8	13.090168087531014	5.797492096860694
4.619751365E8	12.857929922228541	5.127447409163314
4.697394245E8	12.783864148264465	4.964410369418541
4.775037125E8	12.618119137260235	4.572630032901171
4.852680005E8	12.820933355383005	4.938978717965829
4.90150048E8	14.212401996792691	7.478362444400379
4.94032192E8	12.813394302106296	5.299727336094568
5.007965765E8	12.838021722017524	5.134493198779259
5.085608645E8	12.75360548191927	4.797327293254992
5.163251525E8	12.788313364985946	4.902223139655321
5.240894405E8	12.973136880033302	5.230928911823812
5.318537285E8	12.979588212080747	5.320290232021011
5.396180165E8	12.391424429387472	3.7918579575177924
5.473823045E8	12.445120917719693	3.9285224862386534
5.551465925E8	12.863507252693356	5.235615096183855
5.629108805E8	12.580606875994295	4.539241259409392
