#sample	chromosome	phase_set	from	to	variants
22018LRa001	chr1	1	248409312	248409312	1
22018LRa001	chr1	10152	10152	51803	62
22018LRa001	chr1	101038	101038	188289	195
22018LRa001	chr1	202259	202259	204487	11
22018LRa001	chr1	257776	257776	295440	82
22018LRa001	chr1	353120	353120	484213	297
22018LRa001	chr1	495753	495753	532812	53
22018LRa001	chr1	591199	591199	773917	111
22018LRa001	chr1	797392	797392	814309	8
22018LRa001	chr1	841166	841166	1064776	376
22018LRa001	chr1	1065152	1065152	1078260	56
22018LRa001	chr1	1078271	1078271	1288706	235
22018LRa001	chr1	1288840	1288840	1398056	161
22018LRa001	chr1	1457826	1457826	1563918	59
22018LRa001	chr1	1565630	1565630	1566086	3
22018LRa001	chr1	1572532	1572532	1630798	90
22018LRa001	chr1	1649993	1649993	1663038	3
22018LRa001	chr1	1688442	1688442	2004070	387
22018LRa001	chr1	2021579	2021579	2702637	1003
22018LRa001	chr1	2746943	2746943	2859388	170
22018LRa001	chr1	2859543	2860196	3231699	739
22018LRa001	chr1	3247452	3247452	3341175	180
22018LRa001	chr1	3341756	3341756	4232298	1350
22018LRa001	chr1	4254203	4254203	4729585	915
22018LRa001	chr1	4737843	4737843	4886690	238
22018LRa001	chr1	4891850	4891850	6097859	1629
22018LRa001	chr1	6123866	6123866	6467651	373
22018LRa001	chr1	6485741	6485741	7359714	904
22018LRa001	chr1	7374063	7374063	7578567	285
22018LRa001	chr1	7603822	7603822	7652072	10
22018LRa001	chr1	7653092	7653092	7740543	74
22018LRa001	chr1	7741540	7741540	7865455	170
22018LRa001	chr1	7865893	7865893	7965943	104
22018LRa001	chr1	7970240	7970240	8214903	226
22018LRa001	chr1	8216449	8216685	8945261	762
22018LRa001	chr1	8947986	8947986	8947986	1
22018LRa001	chr1	8948863	8948863	9060655	111
22018LRa001	chr1	9090793	9090793	9101016	3
22018LRa001	chr1	9101560	9101560	9584456	615
22018LRa001	chr1	9606475	9606475	9612599	4
22018LRa001	chr1	9630739	9630739	9782518	88
22018LRa001	chr1	9811167	9811167	9956277	52
22018LRa001	chr1	9986402	9986402	10032217	9
22018LRa001	chr1	10046732	10046732	11171425	1014
22018LRa001	chr1	11201872	11201872	11868155	871
22018LRa001	chr1	11868762	11868762	11927581	113
22018LRa001	chr1	11949898	11949898	11949898	1
22018LRa001	chr1	12021580	12021580	12230131	157
22018LRa001	chr1	12251750	12251750	12285296	6
22018LRa001	chr1	12304835	12304835	12319924	3
22018LRa001	chr1	12351614	12351614	12489617	18
22018LRa001	chr1	12527386	12527386	12529944	2
22018LRa001	chr1	12532254	12532254	12951189	588
