#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
22018LRa001	chr1	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	935165	252701	268020	4	759	121	332.93939393939394	2	2974	252701	119173	281387.5797101449	9	3062852	213573173	520725	452861	252223	0.4852868596668107	0.5569545622166625	589939
22018LRa001	chr2	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	685467	262636	172627	2	716	114.5	366.8100558659218	2	4091	262636	127991.5	312152.0041899441	5	2951578	223500835	435265	366686	262119	0.6033933350947124	0.7148323088418974	692944
22018LRa001	chr3	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	549971	228788	131540	2	551	183	415.2232304900181	2	4113	228788	149323	337250.1760435572	6	3252529	185824847	360330	304545	228416	0.6349401937113202	0.7500238060056806	744984
22018LRa001	chr4	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	590260	233357	144924	3	593	117	393.5193929173693	2	5897	233357	112827	297716.1112984823	112	3381895	176545654	378284	321401	232908	0.6168830825517336	0.7246648268051438	730625
22018LRa001	chr5	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	502062	209349	129159	2	486	152.5	430.75925925925924	2	3972	209349	125254.5	345938.3353909465	37	2390885	168126031	338510	285785	208987	0.6184425866296417	0.7312735098063229	813789
22018LRa001	chr6	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	460269	210365	109951	3	497	145	423.2696177062374	2	8041	210365	138008	321041.45271629776	2	3418956	159557602	320319	268531	209940	0.6567359413584583	0.7818091765941363	680294
22018LRa001	chr7	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	526356	199459	133038	3	482	179.5	413.8153526970954	2	4235	199459	157467.5	309879.08506224066	173	2618508	149361719	332500	282031	199027	0.5998766917293233	0.705691927483149	671773
22018LRa001	chr8	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	442135	176706	108122	1	515	107	343.11844660194174	2	4558	176706	86262	259985.37281553398	1	3487449	133892467	284829	242914	176422	0.6203932886047417	0.7262734959697671	625818
22018LRa001	chr9	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	498206	154485	153503	6	457	103	338.04157549234134	2	7236	154485	74266	248750.20131291027	16	4944425	113678842	307994	268647	154215	0.5015844464502556	0.5740432612312812	538153
22018LRa001	chr10	pacbio/phasing/22018LRa001_GRCh38/22018LRa001.phased.renamed.vcf.gz	573774	162996	161077	1	417	118	390.8776978417266	2	4545	162996	99325	297478.06235011993	49	3126861	124048352	324074	281313	162676	0.5029592006763888	0.5782740221745885	727277
