#Position (bp)	Coverage	Std
3896616.0	37.59343268536503	10.41793239496852
1.1689847E7	38.04443240550678	11.441231314339436
1.9483078E7	39.06748895291311	12.513754438388407
2.7276309E7	37.164498909374046	10.70633553044165
3.506954E7	38.83903415669316	10.146350663490203
4.2862771E7	38.89803895200848	9.706813905420338
5.0656002E7	40.778803810640284	9.638438035980107
5.8449233E7	42.880161514524595	10.146289068208066
6.6242464E7	43.55895173644923	8.757844382689662
7.4035695E7	43.85128735437202	9.773966608337895
8.1828926E7	44.77276408206045	9.591853251980854
8.9622157E7	42.601525477686984	8.922246211993537
9.7415388E7	44.32898550036564	7.2570256097437875
1.05208619E8	43.56687117320146	10.552074099720741
1.1300185E8	42.19270171768295	11.25750126784547
1.20795081E8	41.19787967275704	29.154647366158372
1.28588312E8	44.92969604006348	84.99100625131862
1.36381543E8	20.854501169027326	41.8045508011431
1.44174774E8	50.655536580399065	56.118054337671104
1.51968005E8	37.64423407954929	10.169136844018793
1.59761236E8	41.62217686091943	10.087819497103053
1.67554467E8	43.26855472396494	11.50129951731979
1.75347698E8	43.44774818044018	8.33662271450115
1.83140929E8	43.54840732938623	8.32530349012339
1.9093416E8	44.77408612679388	9.847746904151174
1.98727391E8	42.084493068407696	10.975347841947842
2.06520622E8	42.34319103334676	7.756660381748192
2.14313853E8	43.664998766237005	9.431632040692229
2.22107084E8	42.315402687280795	7.815423690932195
2.29900315E8	41.780641302689475	10.92371457038194
2.37693546E8	41.5221616040895	8.579002710682147
2.44988745E8	41.17348580666033	11.492297807860187
2.488853605E8	43.165803602981335	11.16489465147204
2.53280008E8	43.116130395724184	11.222453061696624
2.61073239E8	42.02206299287163	10.698578667486382
2.6886647E8	44.12283839655208	11.071355037826724
2.76659701E8	40.26991295394683	11.374273446837787
2.84452932E8	42.03917989855555	10.794205717758931
2.92246163E8	41.7528004751816	9.548132246327258
3.00039394E8	43.84893749460269	10.30314440263968
3.07832625E8	43.380607606780806	9.930689289954271
3.15625856E8	42.56069889369377	9.102979654691273
3.23419087E8	42.41887851136454	8.073265196268459
3.31212318E8	43.1804659710459	11.268372980514707
3.39005549E8	39.46716130960317	25.12183385113252
3.4679878E8	42.298896311427185	13.088427647751338
3.54592011E8	43.56998772396199	8.551769592506243
3.62385242E8	43.23026226221191	12.64987623891934
3.70178473E8	43.36715695967436	7.6164035526839875
3.77971704E8	41.5866931186821	9.239028749917283
3.85764935E8	43.712826810856754	9.158714510673185
3.93558166E8	44.81749354022741	10.09477857499166
4.01351397E8	44.32318046263482	7.4141954187524215
4.09144628E8	44.05293555394419	11.051230590038285
4.16937859E8	42.66075149062051	9.047167917068247
4.2473109E8	42.92514118983513	10.035341229043695
4.32524321E8	44.389270124291194	7.587313849079205
