#sample	chromosome	phase_set	from	to	variants
22018LRa004	chr1	10337	11391	35809	73
22018LRa004	chr1	40197	40197	71192	7
22018LRa004	chr1	92654	92654	149902	193
22018LRa004	chr1	165027	165027	179742	51
22018LRa004	chr1	181113	181113	204487	88
22018LRa004	chr1	257673	257673	296746	131
22018LRa004	chr1	351641	351641	451313	362
22018LRa004	chr1	466690	466690	487957	10
22018LRa004	chr1	520209	520209	531693	11
22018LRa004	chr1	591218	591218	597826	3
22018LRa004	chr1	689088	689088	758351	132
22018LRa004	chr1	760033	760033	878538	147
22018LRa004	chr1	878594	878594	956360	194
22018LRa004	chr1	977249	977249	1096174	237
22018LRa004	chr1	1127861	1127861	1421685	395
22018LRa004	chr1	1430908	1430908	1461687	27
22018LRa004	chr1	1507076	1507076	2239835	1036
22018LRa004	chr1	2261739	2261739	2441419	246
22018LRa004	chr1	2472415	2472415	2695595	299
22018LRa004	chr1	2747463	2747463	2864428	173
22018LRa004	chr1	2889542	2889542	3101785	361
22018LRa004	chr1	3126557	3126557	3232010	140
22018LRa004	chr1	3251181	3251181	4276295	1500
22018LRa004	chr1	4296892	4296892	4331484	70
22018LRa004	chr1	4331859	4331859	4527820	483
22018LRa004	chr1	4572500	4572500	4838773	475
22018LRa004	chr1	4861898	4861898	4996378	150
22018LRa004	chr1	5033626	5033626	5456901	544
22018LRa004	chr1	5571302	5571302	5649631	106
22018LRa004	chr1	5669664	5669664	5690065	4
22018LRa004	chr1	5726805	5726805	5766237	56
22018LRa004	chr1	5792174	5792174	5809545	2
22018LRa004	chr1	5833848	5833848	5914299	52
22018LRa004	chr1	5947414	5947414	5967852	3
22018LRa004	chr1	5988066	5988066	6048105	86
22018LRa004	chr1	6074391	6074391	6084854	18
22018LRa004	chr1	6114904	6114904	6144351	7
22018LRa004	chr1	6161766	6161766	6577111	619
22018LRa004	chr1	6636785	6636785	6670722	6
22018LRa004	chr1	6695767	6695767	6740226	8
22018LRa004	chr1	6767469	6767469	6777454	2
