#sample	chromosome	phase_set	from	to	variants
22018LRa007	chr1	1	245907114	245907114	1
22018LRa007	chr1	2532	2532	87292	257
22018LRa007	chr1	98165	98165	176017	113
22018LRa007	chr1	197935	197935	507126	277
22018LRa007	chr1	568172	568172	644619	112
22018LRa007	chr1	704038	704038	722367	25
22018LRa007	chr1	770682	770682	792679	4
22018LRa007	chr1	816962	816962	829986	2
22018LRa007	chr1	866579	866579	989838	82
22018LRa007	chr1	1015097	1015097	1113525	80
22018LRa007	chr1	1130511	1130511	1194138	9
22018LRa007	chr1	1249204	1249204	1259129	2
22018LRa007	chr1	1363652	1363652	1716785	358
22018LRa007	chr1	1717677	1717677	1756998	34
22018LRa007	chr1	1772867	1772867	1902386	166
22018LRa007	chr1	1913525	1913525	2196765	467
22018LRa007	chr1	2197643	2197674	2198276	4
22018LRa007	chr1	2200568	2204565	2430965	422
22018LRa007	chr1	2457186	2457186	2484417	52
22018LRa007	chr1	2571362	2571362	2600179	19
22018LRa007	chr1	2630190	2630190	2656459	54
22018LRa007	chr1	2671875	2671875	2864994	223
22018LRa007	chr1	2883229	2883229	3022396	89
22018LRa007	chr1	3048010	3048010	3236521	258
22018LRa007	chr1	3252796	3252796	3465814	223
22018LRa007	chr1	3507189	3507189	3509904	3
22018LRa007	chr1	3534626	3534626	3538292	2
22018LRa007	chr1	3571469	3571469	4933818	1962
22018LRa007	chr1	4979297	4979297	5267519	293
22018LRa007	chr1	5312437	5312437	5320226	2
22018LRa007	chr1	5345360	5345360	5383584	5
22018LRa007	chr1	5471896	5471896	5692524	238
22018LRa007	chr1	5713768	5713768	6882295	1135
22018LRa007	chr1	6907229	6907229	7079517	241
22018LRa007	chr1	7080015	7080015	7139321	16
22018LRa007	chr1	7173548	7173548	8718380	1653
22018LRa007	chr1	8796285	8796285	9208990	342
22018LRa007	chr1	9233542	9233542	9242106	2
22018LRa007	chr1	9293501	9293501	9298161	2
22018LRa007	chr1	9319935	9319935	9320761	2
22018LRa007	chr1	9353002	9355773	9362210	3
22018LRa007	chr1	9440279	9440279	9481745	5
22018LRa007	chr1	9529465	9529465	9610212	8
22018LRa007	chr1	9664032	9664032	10225654	607
22018LRa007	chr1	10273169	10273169	10312103	38
